n,Simple_Multiplication
2172,99156154
2173,99247439
2174,99338766
2175,99430135
2176,99521546
2177,99612996
2178,99704494
2179,99796031
2180,99887610
2181,99979231
2182,100070894
2183,100162599
2184,100254346
2185,100346132
2186,100437966
2187,100529839
2188,100621754
2189,100713708
2190,100805710
2191,100897751
2192,100989834
2193,101081959
2194,101174126
2195,101266335
2196,101358586
2197,101450879
2198,101543214
2199,101635588
2200,101728010
2201,101820471
2202,101912974
2203,102005519
2204,102098106
2205,102190735
2206,102283403
2207,102376119
2208,102468874
2209,102561671
2210,102654510
2211,102747391
2212,102840314
2213,102933276
2214,103026286
2215,103119335
2216,103212426
2217,103305559
2218,103398734
2219,103491951
2220,103585210
2221,103678511
2222,103771854
2223,103865239
2224,103958666
2225,104052135
2226,104145643
2227,104239199
2228,104332794
2229,104426431
2230,104520107
2231,104613831
2232,104707594
2233,104801399
2234,104895246
2235,104989135
2236,105083066
2237,105177039
2238,105271051
2239,105365111
2240,105459210
2241,105553351
2242,105647534
2243,105741759
2244,105836023
2245,105930332
2246,106024686
2247,106119079
2248,106213514
2249,106307991
2250,106402510
2251,106497071
2252,106591674
2253,106686319
2254,106781006
2255,106875735
2256,106970506
2257,107065319
2258,107160174
2259,107255071
2260,107350007
2261,107444991
2262,107540014
2263,107635079
2264,107730186
2265,107825335
2266,107920526
2267,108015759
2268,108111034
2269,108206351
2270,108301710
2271,108397111
2272,108492554
2273,108588039
2274,108683566
2275,108779135
2276,108874746
2277,108970399
2278,109066094
2279,109161831
2280,109257607
2281,109353431
2282,109449291
2283,109545199
2284,109641146
2285,109737135
2286,109833166
2287,109929239
2288,110025354
2289,110121508
2290,110217710
2291,110313951
2292,110410231
2293,110506559
2294,110602926
2295,110699335
2296,110795786
2297,110892279
2298,110988814
2299,111085391
2300,111182010
2301,111278671
2302,111375374
2303,111472119
2304,111568906
2305,111665735
2306,111762606
2307,111859519
2308,111956474
2309,112053471
2310,112150510
2311,112247591
2312,112344714
2313,112441879
2314,112539086
2315,112636335
2316,112733626
2317,112830959
2318,112928334
2319,113025748
2320,113123210
2321,113220711
2322,113318254
2323,113415839
2324,113513466
2325,113611135
2326,113708843
2327,113806599
2328,113904394
2329,114002228
2330,114100110
2331,114198028
2332,114295994
2333,114393999
2334,114492046
2335,114590135
2336,114688266
2337,114786439
2338,114884654
2339,114982911
2340,115081210
2341,115179551
2342,115277934
2343,115376359
2344,115474826
2345,115573335
2346,115671886
2347,115770479
2348,115869114
2349,115967791
2350,116066510
2351,116165271
2352,116264074
2353,116362919
2354,116461806
2355,116560735
2356,116659706
2357,116758719
2358,116857774
2359,116956871
2360,117056010
2361,117155191
2362,117254414
2363,117353679
2364,117452986
2365,117552335
2366,117651726
2367,117751159
2368,117850634
2369,117950151
2370,118049710
2371,118149311
2372,118248954
2373,118348639
2374,118448366
2375,118548135
2376,118647946
2377,118747796
2378,118847694
2379,118947631
2380,119047610
2381,119147631
2382,119247694
2383,119347799
2384,119447946
2385,119548135
2386,119648366
2387,119748639
2388,119848954
2389,119949311
2390,120049710
2391,120150151
2392,120250634
2393,120351159
2394,120451726
2395,120552335
2396,120652986
2397,120753679
2398,120854414
2399,120955191
2400,121056010
2401,121156871
2402,121257774
2403,121358719
2404,121459706
2405,121560732
2406,121661806
2407,121762919
2408,121864074
2409,121965271
2410,122066510
2411,122167788
2412,122269111
2413,122370479
2414,122471883
2415,122573335
2416,122674826
2417,122776359
2418,122877934
2419,122979551
2420,123081210
2421,123182911
2422,123284651
2423,123386436
2424,123488266
2425,123590135
2426,123692046
2427,123793999
2428,123895994
2429,123998028
2430,124100110
2431,124202231
2432,124304391
2433,124406596
2434,124508846
2435,124611135
2436,124713466
2437,124815839
2438,124918254
2439,125020708
2440,125123207
2441,125225751
2442,125328334
2443,125430959
2444,125533623
2445,125636335
2446,125739086
2447,125841879
2448,125944714
2449,126047588
2450,126150510
2451,126253471
2452,126356474
2453,126459519
2454,126562606
2455,126665735
2456,126768906
2457,126872119
2458,126975374
2459,127078671
2460,127182010
2461,127285391
2462,127388814
2463,127492279
2464,127595783
2465,127699335
2466,127802926
2467,127906556
2468,128010234
2469,128113948
2470,128217710
2471,128321511
2472,128425354
2473,128529239
2474,128633166
2475,128737135
2476,128841143
2477,128945196
2478,129049294
2479,129153431
2480,129257607
2481,129361831
2482,129466094
2483,129570399
2484,129674746
2485,129779135
2486,129883566
2487,129988039
2488,130092554
2489,130197111
2490,130301710
2491,130406351
2492,130511034
2493,130615759
2494,130720526
2495,130825335
2496,130930186
2497,131035079
2498,131140014
2499,131244988
2500,131350010
2501,131455068
2502,131560174
2503,131665319
2504,131770503
2505,131875732
2506,131981006
2507,132086319
2508,132191674
2509,132297068
2510,132402510
2511,132507991
2512,132613514
2513,132719079
2514,132824686
2515,132930335
2516,133036026
2517,133141759
2518,133247534
2519,133353348
2520,133459210
2521,133565111
2522,133671054
2523,133777039
2524,133883063
2525,133989135
2526,134095246
2527,134201396
2528,134307594
2529,134413831
2530,134520110
2531,134626431
2532,134732794
2533,134839199
2534,134945646
2535,135052135
2536,135158666
2537,135265236
2538,135371854
2539,135478508
2540,135585210
2541,135691951
2542,135798734
2543,135905559
2544,136012426
2545,136119332
2546,136226283
2547,136333276
2548,136440314
2549,136547391
2550,136654510
2551,136761671
2552,136868874
2553,136976119
2554,137083406
2555,137190735
2556,137298106
2557,137405519
2558,137512974
2559,137620471
2560,137728007
2561,137835591
2562,137943214
2563,138050876
2564,138158583
2565,138266335
2566,138374126
2567,138481959
2568,138589831
2569,138697751
2570,138805710
2571,138913711
2572,139021754
2573,139129839
2574,139237966
2575,139346135
2576,139454346
2577,139562599
2578,139670894
2579,139779231
2580,139887610
2581,139996031
2582,140104494
2583,140212999
2584,140321546
2585,140430135
2586,140538766
2587,140647439
2588,140756154
2589,140864908
2590,140973710
2591,141082548
2592,141191431
2593,141300359
2594,141409326
2595,141518335
2596,141627386
2597,141736479
2598,141845614
2599,141954791
2600,142064007
2601,142173271
2602,142282574
2603,142391919
2604,142501306
2605,142610735
2606,142720206
2607,142829719
2608,142939274
2609,143048868
2610,143158507
2611,143268191
2612,143377914
2613,143487679
2614,143597486
2615,143707335
2616,143817226
2617,143927159
2618,144037134
2619,144147151
2620,144257210
2621,144367311
2622,144477454
2623,144587639
2624,144697863
2625,144808135
2626,144918446
2627,145028799
2628,145139191
2629,145249631
2630,145360110
2631,145470631
2632,145581194
2633,145691796
2634,145802443
2635,145913135
2636,146023866
2637,146134639
2638,146245451
2639,146356311
2640,146467210
2641,146578148
2642,146689134
2643,146800159
2644,146911226
2645,147022335
2646,147133486
2647,147244679
2648,147355914
2649,147467191
2650,147578510
2651,147689868
2652,147801274
2653,147912716
2654,148024206
2655,148135732
2656,148247303
2657,148358919
2658,148470574
2659,148582271
2660,148694007
2661,148805791
2662,148917614
2663,149029479
2664,149141383
2665,149253335
2666,149365326
2667,149477359
2668,149589434
2669,149701551
2670,149813710
2671,149925911
2672,150038154
2673,150150436
2674,150262766
2675,150375135
2676,150487546
2677,150599999
2678,150712494
2679,150825031
2680,150937607
2681,151050231
2682,151162891
2683,151275596
2684,151388346
2685,151501132
2686,151613966
2687,151726839
2688,151839754
2689,151952711
2690,152065710
2691,152178751
2692,152291834
2693,152404959
2694,152518126
2695,152631335
2696,152744586
2697,152857876
2698,152971211
2699,153084591
2700,153198010
2701,153311471
2702,153424974
2703,153538519
2704,153652106
2705,153765735
2706,153879403
2707,153993119
2708,154106874
2709,154220671
2710,154334510
2711,154448391
2712,154562314
2713,154676279
2714,154790286
2715,154904335
2716,155018426
2717,155132559
2718,155246731
2719,155360948
2720,155475210
2721,155589511
2722,155703854
2723,155818239
2724,155932666
2725,156047132
2726,156161646
2727,156276199
2728,156390794
2729,156505431
2730,156620110
2731,156734831
2732,156849594
2733,156964399
2734,157079246
2735,157194135
2736,157309063
2737,157424039
2738,157539054
2739,157654111
2740,157769210
2741,157884351
2742,157999534
2743,158114759
2744,158230026
2745,158345332
2746,158460686
2747,158576076
2748,158691514
2749,158806991
2750,158922510
2751,159038071
2752,159153674
2753,159269319
2754,159385006
2755,159500735
2756,159616506
2757,159732319
2758,159848174
2759,159964071
2760,160080010
2761,160195991
2762,160312014
2763,160428079
2764,160544186
2765,160660335
2766,160776526
2767,160892759
2768,161009034
2769,161125351
2770,161241710
2771,161358108
2772,161474554
2773,161591039
2774,161707566
2775,161824135
2776,161940746
2777,162057399
2778,162174094
2779,162290831
2780,162407610
2781,162524431
2782,162641294
2783,162758199
2784,162875146
2785,162992132
2786,163109166
2787,163226239
2788,163343354
2789,163460511
2790,163577710
2791,163694948
2792,163812231
2793,163929559
2794,164046926
2795,164164332
2796,164281786
2797,164399279
2798,164516814
2799,164634391
2800,164752010
2801,164869668
2802,164987374
2803,165105119
2804,165222906
2805,165340735
2806,165458606
2807,165576519
2808,165694474
2809,165812468
2810,165930510
2811,166048591
2812,166166711
2813,166284879
2814,166403086
2815,166521335
2816,166639626
2817,166757959
2818,166876334
2819,166994748
2820,167113210
2821,167231711
2822,167350254
2823,167468839
2824,167587466
2825,167706135
2826,167824846
2827,167943599
2828,168062394
2829,168181228
2830,168300110
2831,168419031
2832,168537994
2833,168656999
2834,168776046
2835,168895132
2836,169014266
2837,169133439
2838,169252654
2839,169371911
2840,169491210
2841,169610548
2842,169729934
2843,169849359
2844,169968826
2845,170088332
2846,170207886
2847,170327479
2848,170447114
2849,170566791
2850,170686510
2851,170806271
2852,170926074
2853,171045919
2854,171165803
2855,171285735
2856,171405706
2857,171525719
2858,171645774
2859,171765871
2860,171886010
2861,172006191
2862,172126411
2863,172246676
2864,172366986
2865,172487335
2866,172607726
2867,172728159
2868,172848634
2869,172969151
2870,173089710
2871,173210308
2872,173330954
2873,173451639
2874,173572366
2875,173693135
2876,173813946
2877,173934796
2878,174055694
2879,174176631
2880,174297610
2881,174418628
2882,174539691
2883,174660799
2884,174781946
2885,174903135
2886,175024366
2887,175145639
2888,175266951
2889,175388311
2890,175509710
2891,175631148
2892,175752634
2893,175874156
2894,175995726
2895,176117335
2896,176238986
2897,176360679
2898,176482414
2899,176604191
2900,176726010
2901,176847871
2902,176969771
2903,177091719
2904,177213703
2905,177335732
2906,177457806
2907,177579919
2908,177702074
2909,177824271
2910,177946510
2911,178068791
2912,178191114
2913,178313479
2914,178435883
2915,178558335
2916,178680826
2917,178803359
2918,178925934
2919,179048548
2920,179171210
2921,179293911
2922,179416651
2923,179539439
2924,179662266
2925,179785132
2926,179908046
2927,180030996
2928,180153994
2929,180277031
2930,180400110
2931,180523228
2932,180646391
2933,180769599
2934,180892846
2935,181016135
2936,181139463
2937,181262839
2938,181386254
2939,181509711
2940,181633210
2941,181756751
2942,181880334
2943,182003959
2944,182127626
2945,182251335
2946,182375086
2947,182498879
2948,182622714
2949,182746591
2950,182870510
2951,182994468
2952,183118474
2953,183242519
2954,183366606
2955,183490735
2956,183614903
2957,183739116
2958,183863374
2959,183987671
2960,184112010
2961,184236391
2962,184360814
2963,184485279
2964,184609786
2965,184734335
2966,184858926
2967,184983556
2968,185108234
2969,185232951
2970,185357710
2971,185482511
2972,185607354
2973,185732239
2974,185857166
2975,185982132
2976,186107146
2977,186232199
2978,186357294
2979,186482428
2980,186607610
2981,186732831
2982,186858091
2983,186983399
2984,187108743
2985,187234135
2986,187359566
2987,187485039
2988,187610551
2989,187736111
2990,187861710
2991,187987351
2992,188113031
2993,188238759
2994,188364526
2995,188490335
2996,188616183
2997,188742076
2998,188868014
2999,188993991
3000,189120010
3001,189246071
3002,189372174
3003,189498319
3004,189624506
3005,189750735
3006,189877006
3007,190003316
3008,190129674
3009,190256068
3010,190382510
3011,190508991
3012,190635514
3013,190762079
3014,190888686
3015,191015335
3016,191142023
3017,191268759
3018,191395534
3019,191522351
3020,191649210
3021,191776111
3022,191903054
3023,192030039
3024,192157066
3025,192284132
3026,192411243
3027,192538399
3028,192665594
3029,192792831
3030,192920107
3031,193047431
3032,193174794
3033,193302199
3034,193429646
3035,193557135
3036,193684666
3037,193812239
3038,193939854
3039,194067511
3040,194195210
3041,194322951
3042,194450734
3043,194578559
3044,194706426
3045,194834335
3046,194962286
3047,195090279
3048,195218314
3049,195346391
3050,195474510
3051,195602671
3052,195730874
3053,195859116
3054,195987406
3055,196115732
3056,196244106
3057,196372519
3058,196500974
3059,196629471
3060,196758010
3061,196886591
3062,197015214
3063,197143879
3064,197272586
3065,197401335
3066,197530123
3067,197658959
3068,197787834
3069,197916751
3070,198045710
3071,198174711
3072,198303754
3073,198432839
3074,198561966
3075,198691135
3076,198820343
3077,198949599
3078,199078894
3079,199208231
3080,199337610
3081,199467031
3082,199596494
3083,199725996
3084,199855546
3085,199985135
3086,200114763
3087,200244439
3088,200374154
3089,200503911
3090,200633710
3091,200763548
3092,200893431
3093,201023359
3094,201153326
3095,201283335
3096,201413386
3097,201543479
3098,201673614
3099,201803791
3100,201934010
3101,202064271
3102,202194574
3103,202324919
3104,202455306
3105,202585735
3106,202716203
3107,202846719
3108,202977274
3109,203107868
3110,203238510
3111,203369191
3112,203499914
3113,203630679
3114,203761486
3115,203892335
3116,204023226
3117,204154159
3118,204285134
3119,204416151
3120,204547210
3121,204678311
3122,204809454
3123,204940639
3124,205071863
3125,205203135
3126,205334443
3127,205465799
3128,205597194
3129,205728631
3130,205860110
3131,205991628
3132,206123194
3133,206254799
3134,206386446
3135,206518135
3136,206649866
3137,206781639
3138,206913454
3139,207045311
3140,207177210
3141,207309148
3142,207441134
3143,207573159
3144,207705223
3145,207837335
3146,207969483
3147,208101679
3148,208233914
3149,208366191
3150,208498510
3151,208630868
3152,208763274
3153,208895719
3154,209028206
3155,209160735
3156,209293303
3157,209425919
3158,209558574
3159,209691271
3160,209824010
3161,209956791
3162,210089614
3163,210222479
3164,210355386
3165,210488335
3166,210621323
3167,210754359
3168,210887431
3169,211020548
3170,211153710
3171,211286911
3172,211420154
3173,211553436
3174,211686766
3175,211820135
3176,211953546
3177,212086999
3178,212220494
3179,212354031
3180,212487610
3181,212621231
3182,212754894
3183,212888599
3184,213022346
3185,213156135
3186,213289963
3187,213423839
3188,213557754
3189,213691711
3190,213825707
3191,213959751
3192,214093834
3193,214227959
3194,214362126
3195,214496335
3196,214630583
3197,214764879
3198,214899214
3199,215033591
3200,215168010
3201,215302468
3202,215436974
3203,215571519
3204,215706106
3205,215840735
3206,215975406
3207,216110119
3208,216244874
3209,216379671
3210,216514510
3211,216649391
3212,216784314
3213,216919279
3214,217054286
3215,217189335
3216,217324426
3217,217459559
3218,217594734
3219,217729951
3220,217865210
3221,218000511
3222,218135854
3223,218271239
3224,218406663
3225,218542135
3226,218677643
3227,218813199
3228,218948794
3229,219084431
3230,219220110
3231,219355831
3232,219491591
3233,219627399
3234,219763243
3235,219899135
3236,220035066
3237,220171039
3238,220307051
3239,220443111
3240,220579210
3241,220715351
3242,220851534
3243,220987759
3244,221124026
3245,221260332
3246,221396686
3247,221533079
3248,221669514
3249,221805991
3250,221942510
3251,222079068
3252,222215674
3253,222352319
3254,222489006
3255,222625735
3256,222762506
3257,222899319
3258,223036174
3259,223173071
3260,223310010
3261,223446991
3262,223584014
3263,223721079
3264,223858186
3265,223995335
3266,224132523
3267,224269756
3268,224407034
3269,224544351
3270,224681707
3271,224819111
3272,224956554
3273,225094039
3274,225231566
3275,225369132
3276,225506746
3277,225644399
3278,225782094
3279,225919831
3280,226057610
3281,226195431
3282,226333294
3283,226471199
3284,226609146
3285,226747135
3286,226885166
3287,227023236
3288,227161354
3289,227299511
3290,227437710
3291,227575951
3292,227714234
3293,227852556
3294,227990926
3295,228129335
3296,228267786
3297,228406279
3298,228544814
3299,228683391
3300,228822010
3301,228960671
3302,229099374
3303,229238119
3304,229376906
3305,229515735
3306,229654603
3307,229793519
3308,229932471
3309,230071471
3310,230210510
3311,230349591
3312,230488714
3313,230627879
3314,230767083
3315,230906332
3316,231045626
3317,231184956
3318,231324334
3319,231463751
3320,231603210
3321,231742711
3322,231882254
3323,232021839
3324,232161466
3325,232301135
3326,232440843
3327,232580596
3328,232720394
3329,232860231
3330,233000110
3331,233140031
3332,233279991
3333,233419996
3334,233560043
3335,233700135
3336,233840266
3337,233980439
3338,234120654
3339,234260911
3340,234401207
3341,234541551
3342,234681934
3343,234822359
3344,234962826
3345,235103335
3346,235243886
3347,235384479
3348,235525114
3349,235665791
3350,235806510
3351,235947271
3352,236088074
3353,236228916
3354,236369803
3355,236510735
3356,236651703
3357,236792719
3358,236933774
3359,237074871
3360,237216010
3361,237357191
3362,237498411
3363,237639676
3364,237780986
3365,237922335
3366,238063726
3367,238205159
3368,238346634
3369,238488151
3370,238629710
3371,238771311
3372,238912951
3373,239054639
3374,239196363
3375,239338135
3376,239479946
3377,239621799
3378,239763694
3379,239905631
3380,240047607
3381,240189631
3382,240331694
3383,240473799
3384,240615943
3385,240758135
3386,240900366
3387,241042639
3388,241184954
3389,241327311
3390,241469710
3391,241612151
3392,241754631
3393,241897159
3394,242039726
3395,242182335
3396,242324986
3397,242467679
3398,242610414
3399,242753188
3400,242896010
3401,243038868
3402,243181774
3403,243324719
3404,243467706
3405,243610735
3406,243753803
3407,243896919
3408,244040074
3409,244183271
3410,244326510
3411,244469791
3412,244613114
3413,244756479
3414,244899886
3415,245043335
3416,245186826
3417,245330356
3418,245473934
3419,245617551
3420,245761210
3421,245904911
3422,246048654
3423,246192439
3424,246336266
3425,246480135
3426,246624046
3427,246767999
3428,246911994
3429,247056031
3430,247200110
3431,247344231
3432,247488394
3433,247632599
3434,247776843
3435,247921135
3436,248065463
3437,248209836
3438,248354254
3439,248498711
3440,248643210
3441,248787748
3442,248932334
3443,249076959
3444,249221626
3445,249366335
3446,249511086
3447,249655876
3448,249800714
3449,249945591
3450,250090510
3451,250235471
3452,250380474
3453,250525519
3454,250670606
3455,250815735
3456,250960906
3457,251106119
3458,251251371
3459,251396671
3460,251542010
3461,251687391
3462,251832814
3463,251978279
3464,252123786
3465,252269335
3466,252414923
3467,252560559
3468,252706234
3469,252851951
3470,252997710
3471,253143511
3472,253289354
3473,253435236
3474,253581166
3475,253727135
3476,253873146
3477,254019199
3478,254165294
3479,254311431
3480,254457610
3481,254603831
3482,254750094
3483,254896396
3484,255042746
3485,255189135
3486,255335563
3487,255482039
3488,255628551
3489,255775111
3490,255921710
3491,256068351
3492,256215034
3493,256361759
3494,256508526
3495,256655335
3496,256802183
3497,256949079
3498,257096014
3499,257242988
3500,257390007
3501,257537071
3502,257684174
3503,257831319
3504,257978506
3505,258125732
3506,258273006
3507,258420319
3508,258567674
3509,258715071
3510,258862510
3511,259009991
3512,259157514
3513,259305079
3514,259452686
3515,259600335
3516,259748026
3517,259895759
3518,260043534
3519,260191348
3520,260339210
3521,260487111
3522,260635054
3523,260783039
3524,260931066
3525,261079135
3526,261227246
3527,261375396
3528,261523594
3529,261671831
3530,261820110
3531,261968431
3532,262116794
3533,262265199
3534,262413646
3535,262562135
3536,262710663
3537,262859239
3538,263007854
3539,263156511
3540,263305210
3541,263453951
3542,263602734
3543,263751556
3544,263900426
3545,264049335
3546,264198286
3547,264347279
3548,264496314
3549,264645391
3550,264794510
3551,264943668
3552,265092874
3553,265242119
3554,265391406
3555,265540735
3556,265690106
3557,265839519
3558,265988971
3559,266138471
3560,266288007
3561,266437591
3562,266587214
3563,266736879
3564,266886586
3565,267036335
3566,267186126
3567,267335959
3568,267485834
3569,267635751
3570,267785710
3571,267935711
3572,268085751
3573,268235839
3574,268385966
3575,268536135
3576,268686346
3577,268836599
3578,268986894
3579,269137231
3580,269287610
3581,269438031
3582,269588494
3583,269738999
3584,269889546
3585,270040135
3586,270190766
3587,270341436
3588,270492154
3589,270642911
3590,270793707
3591,270944551
3592,271095431
3593,271246359
3594,271397326
3595,271548335
3596,271699383
3597,271850479
3598,272001614
3599,272152791
3600,272304010
3601,272455271
3602,272606574
3603,272757919
3604,272909306
3605,273060735
3606,273212206
3607,273363719
3608,273515271
3609,273666868
3610,273818510
3611,273970188
3612,274121914
3613,274273679
3614,274425486
3615,274577335
3616,274729226
3617,274881159
3618,275033134
3619,275185151
3620,275337210
3621,275489311
3622,275641454
3623,275793639
3624,275945866
3625,276098135
3626,276250446
3627,276402799
3628,276555194
3629,276707628
3630,276860107
3631,277012628
3632,277165194
3633,277317796
3634,277470446
3635,277623135
3636,277775866
3637,277928639
3638,278081454
3639,278234311
3640,278387210
3641,278540151
3642,278693134
3643,278846159
3644,278999226
3645,279152335
3646,279305486
3647,279458679
3648,279611914
3649,279765191
3650,279918510
3651,280071871
3652,280225271
3653,280378719
3654,280532206
3655,280685735
3656,280839306
3657,280992919
3658,281146574
3659,281300271
3660,281454010
3661,281607788
3662,281761611
3663,281915479
3664,282069386
3665,282223335
3666,282377326
3667,282531359
3668,282685431
3669,282839551
3670,282993710
3671,283147911
3672,283302151
3673,283456439
3674,283610766
3675,283765135
3676,283919546
3677,284073996
3678,284228494
3679,284383031
3680,284537610
3681,284692231
3682,284846894
3683,285001596
3684,285156346
3685,285311132
3686,285465966
3687,285620839
3688,285775754
3689,285930711
3690,286085710
3691,286240751
3692,286395834
3693,286550959
3694,286706123
3695,286861335
3696,287016586
3697,287171879
3698,287327214
3699,287482591
3700,287638010
3701,287793471
3702,287948974
3703,288104519
3704,288260106
3705,288415735
3706,288571406
3707,288727119
3708,288882874
3709,289038671
3710,289194507
3711,289350388
3712,289506314
3713,289662279
3714,289818286
3715,289974335
3716,290130426
3717,290286559
3718,290442734
3719,290598951
3720,290755210
3721,290911511
3722,291067854
3723,291224239
3724,291380666
3725,291537135
3726,291693646
3727,291850199
3728,292006794
3729,292163431
3730,292320107
3731,292476828
3732,292633591
3733,292790399
3734,292947246
3735,293104135
3736,293261066
3737,293418039
3738,293575054
3739,293732108
3740,293889210
3741,294046348
3742,294203534
3743,294360759
3744,294518026
3745,294675335
3746,294832686
3747,294990079
3748,295147514
3749,295304991
3750,295462510
3751,295620068
3752,295777674
3753,295935319
3754,296093006
3755,296250732
3756,296408506
3757,296566319
3758,296724174
3759,296882071
3760,297040010
3761,297197991
3762,297356014
3763,297514079
3764,297672186
3765,297830335
3766,297988526
3767,298146759
3768,298305031
3769,298463351
3770,298621710
3771,298780111
3772,298938554
3773,299097039
3774,299255566
3775,299414135
3776,299572746
3777,299731399
3778,299890094
3779,300048831
3780,300207610
3781,300366428
3782,300525294
3783,300684196
3784,300843146
3785,301002135
3786,301161166
3787,301320239
3788,301479354
3789,301638511
3790,301797710
3791,301956948
3792,302116234
3793,302275559
3794,302434926
3795,302594335
3796,302753786
3797,302913279
3798,303072814
3799,303232391
3800,303392010
3801,303551671
3802,303711374
3803,303871119
3804,304030906
3805,304190735
3806,304350606
3807,304510519
3808,304670471
3809,304830468
3810,304990510
3811,305150591
3812,305310714
3813,305470879
3814,305631086
3815,305791335
3816,305951626
3817,306111956
3818,306272334
3819,306432751
3820,306593210
3821,306753708
3822,306914254
3823,307074839
3824,307235466
3825,307396135
3826,307556843
3827,307717596
3828,307878394
3829,308039228
3830,308200107
3831,308361031
3832,308521994
3833,308682996
3834,308844046
3835,309005135
3836,309166263
3837,309327439
3838,309488654
3839,309649911
3840,309811210
3841,309972551
3842,310133934
3843,310295356
3844,310456826
3845,310618335
3846,310779886
3847,310941479
3848,311103114
3849,311264791
3850,311426510
3851,311588271
3852,311750071
3853,311911919
3854,312073806
3855,312235735
3856,312397703
3857,312559719
3858,312721774
3859,312883868
3860,313046010
3861,313208191
3862,313370414
3863,313532679
3864,313694983
3865,313857335
3866,314019726
3867,314182156
3868,314344634
3869,314507148
3870,314669707
3871,314832311
3872,314994954
3873,315157639
3874,315320366
3875,315483135
3876,315645946
3877,315808799
3878,315971694
3879,316134631
3880,316297610
3881,316460631
3882,316623694
3883,316786799
3884,316949946
3885,317113132
3886,317276366
3887,317439639
3888,317602954
3889,317766311
3890,317929710
3891,318093151
3892,318256634
3893,318420159
3894,318583726
3895,318747335
3896,318910986
3897,319074676
3898,319238414
3899,319402191
3900,319566010
3901,319729871
3902,319893774
3903,320057719
3904,320221706
3905,320385735
3906,320549806
3907,320713919
3908,320878071
3909,321042271
3910,321206510
3911,321370791
3912,321535114
3913,321699479
3914,321863883
3915,322028335
3916,322192823
3917,322357359
3918,322521934
3919,322686551
3920,322851207
3921,323015911
3922,323180654
3923,323345439
3924,323510266
3925,323675132
3926,323840046
3927,324004999
3928,324169991
3929,324335028
3930,324500110
3931,324665231
3932,324830394
3933,324995599
3934,325160846
3935,325326135
3936,325491463
3937,325656839
3938,325822254
3939,325987711
3940,326153207
3941,326318751
3942,326484334
3943,326649956
3944,326815626
3945,326981335
3946,327147086
3947,327312879
3948,327478714
3949,327644591
3950,327810510
3951,327976471
3952,328142474
3953,328308516
3954,328474606
3955,328640735
3956,328806906
3957,328973119
3958,329139371
3959,329305671
3960,329472010
3961,329638391
3962,329804814
3963,329971279
3964,330137783
3965,330304335
3966,330470926
3967,330637559
3968,330804231
3969,330970951
3970,331137710
3971,331304511
3972,331471354
3973,331638239
3974,331805163
3975,331972135
3976,332139146
3977,332306199
3978,332473294
3979,332640431
3980,332807607
3981,332974831
3982,333142094
3983,333309399
3984,333476746
3985,333644135
3986,333811566
3987,333979039
3988,334146554
3989,334314111
3990,334481707
3991,334649351
3992,334817031
3993,334984759
3994,335152526
3995,335320335
3996,335488186
3997,335656079
3998,335824011
3999,335991991
4000,336160010
4001,336328071
4002,336496174
4003,336664316
4004,336832503
4005,337000735
4006,337169006
4007,337337319
4008,337505674
4009,337674071
4010,337842510
4011,338010991
4012,338179514
4013,338348079
4014,338516683
4015,338685335
4016,338854026
4017,339022759
4018,339191531
4019,339360351
4020,339529210
4021,339698108
4022,339867054
4023,340036039
4024,340205066
4025,340374135
4026,340543246
4027,340712399
4028,340881594
4029,341050831
4030,341220110
4031,341389431
4032,341558794
4033,341728199
4034,341897646
4035,342067135
4036,342236666
4037,342406239
4038,342575854
4039,342745511
4040,342915210
4041,343084951
4042,343254734
4043,343424559
4044,343594426
4045,343764335
4046,343934286
4047,344104279
4048,344274311
4049,344444391
4050,344614510
4051,344784671
4052,344954874
4053,345125116
4054,345295406
4055,345465735
4056,345636106
4057,345806519
4058,345976974
4059,346147468
4060,346318010
4061,346488591
4062,346659211
4063,346829879
4064,347000586
4065,347171335
4066,347342126
4067,347512959
4068,347683834
4069,347854751
4070,348025710
4071,348196711
4072,348367751
4073,348538839
4074,348709966
4075,348881135
4076,349052346
4077,349223599
4078,349394891
4079,349566228
4080,349737610
4081,349909031
4082,350080494
4083,350251999
4084,350423546
4085,350595135
4086,350766766
4087,350938439
4088,351110154
4089,351281911
4090,351453710
4091,351625551
4092,351797434
4093,351969356
4094,352141326
4095,352313335
4096,352485383
4097,352657479
4098,352829614
4099,353001791
4100,353174010
4101,353346271
4102,353518574
4103,353690919
4104,353863306
4105,354035735
4106,354208206
4107,354380719
4108,354553274
4109,354725871
4110,354898510
4111,355071191
4112,355243911
4113,355416679
4114,355589486
4115,355762335
4116,355935223
4117,356108156
4118,356281134
4119,356454151
4120,356627210
4121,356800311
4122,356973454
4123,357146639
4124,357319863
4125,357493135
4126,357666446
4127,357839799
4128,358013194
4129,358186631
4130,358360110
4131,358533631
4132,358707194
4133,358880799
4134,359054446
4135,359228135
4136,359401863
4137,359575639
4138,359749454
4139,359923311
4140,360097210
4141,360271151
4142,360445131
4143,360619159
4144,360793223
4145,360967332
4146,361141486
4147,361315679
4148,361489914
4149,361664191
4150,361838510
4151,362012871
4152,362187274
4153,362361719
4154,362536206
4155,362710735
4156,362885306
4157,363059916
4158,363234571
4159,363409271
4160,363584010
4161,363758791
4162,363933614
4163,364108476
4164,364283386
4165,364458335
4166,364633326
4167,364808359
4168,364983431
4169,365158551
